fileName,A,B,AtoB (bit/s),BtoA (bit/s)
EP030-1509139754836,192.168.0.122:47065,192.168.0.110:3000,93489.68571,1597.8671
EP031-1509141574508,192.168.0.122:47084,192.168.0.110:3000,9517.172047,158.787649
EP031-1509141574508,192.168.0.110:59386,192.168.0.110:1883,139.5670736,4726.953514
EP031-1509141574508,127.0.0.1:46750,127.0.0.1:1883,31.41737564,4716.850116
EP031-1509141574508,192.168.0.122:47075,192.168.0.110:3000,77398.82443,1176.282564
EP032-1509143395291,192.168.0.122:47093,192.168.0.110:3000,5053.4982,131.1668428
EP032-1509143395291,192.168.0.110:59876,192.168.0.110:1883,148.1903664,4958.40472
EP032-1509143395291,127.0.0.1:46750,127.0.0.1:1883,32.33008601,4984.590285
EP032-1509143395291,192.168.0.122:47084,192.168.0.110:3000,294054.0541,147027.027
EP033-1509145209902,192.168.0.122:47101,192.168.0.110:3000,9742.522306,142.5029266
EP033-1509145209902,192.168.0.110:60370,192.168.0.110:1883,125.0453588,4711.264385
EP033-1509145209902,127.0.0.1:46750,127.0.0.1:1883,25.00637033,4699.302383
EP033-1509145209902,192.168.0.122:47093,192.168.0.110:3000,3660.013456,1327.65194
EP034-1509147031139,192.168.0.122:47106,192.168.0.110:3000,9728.107946,147.1072953
EP034-1509147031139,192.168.0.110:60862,192.168.0.110:1883,124.4265236,4711.81329
EP034-1509147031139,127.0.0.1:46750,127.0.0.1:1883,25.41831166,4778.117609
EP034-1509147031139,192.168.0.122:47101,192.168.0.110:3000,2342.051448,585.5128619
EP035-1509148851989,192.168.0.122:47111,192.168.0.110:3000,10167.86341,145.8904192
EP035-1509148851989,192.168.0.110:33118,192.168.0.110:1883,130.2672481,4934.423699
EP035-1509148851989,127.0.0.1:46750,127.0.0.1:1883,25.59132982,4972.405374
EP035-1509148851989,192.168.0.122:47106,192.168.0.110:3000,10951.18269,2737.795672
EP036-1509150669474,192.168.0.122:47115,192.168.0.110:3000,10197.16283,139.2237428
EP036-1509150669474,192.168.0.110:33614,192.168.0.110:1883,130.3198427,4939.713998
EP036-1509150669474,127.0.0.1:46750,127.0.0.1:1883,25.34995766,4928.839586
EP036-1509150669474,192.168.0.122:47111,192.168.0.110:3000,22113.82114,5528.455285
EP037-1509164711812,192.168.0.123:58857,192.168.0.110:3000,9590.720016,161.3376011
EP037-1509164711812,192.168.0.110:39382,192.168.0.110:1883,127.5606903,4642.959577
EP037-1509164711812,127.0.0.1:46750,127.0.0.1:1883,25.59960718,4727.646995
EP038-1509166531519,192.168.0.123:58862,192.168.0.110:3000,9560.99511,138.5541048
EP038-1509166531519,192.168.0.110:39876,192.168.0.110:1883,128.4307159,4641.503227
EP038-1509166531519,127.0.0.1:46750,127.0.0.1:1883,25.59969987,4738.937543
EP038-1509166531519,192.168.0.123:58857,192.168.0.110:3000,5735.371639,1433.84291
EP039-1509168350871,192.168.0.123:58866,192.168.0.110:3000,9568.173412,141.2986526
EP039-1509168350871,192.168.0.110:40364,192.168.0.110:1883,127.9199301,4851.812918
EP039-1509168350871,127.0.0.1:46750,127.0.0.1:1883,25.41788169,4869.950678
EP039-1509168350871,192.168.0.123:58862,192.168.0.110:3000,66545.17172,1095.091899
EP040-1509170169631,192.168.0.123:58870,192.168.0.110:3000,5041.019021,126.6651668
EP040-1509170169631,192.168.0.110:40882,192.168.0.110:1883,131.0318486,4856.288223
EP040-1509170169631,127.0.0.1:46750,127.0.0.1:1883,25.49344932,4882.185525
EP040-1509170169631,192.168.0.123:58866,192.168.0.110:3000,278974.359,139487.1795
EP041-1509387249304,192.168.0.123:48966,192.168.0.110:3000,9190.589554,196.2758671
EP041-1509387249304,192.168.0.110:40702,192.168.0.110:1883,182.4728905,4043.00349
EP041-1509387249304,127.0.0.1:60526,127.0.0.1:1883,24.66173872,4069.600677
EP041-1509387249304,192.168.0.110:40352,192.168.0.110:1883,107.8691146,64.59603957
EP042-1509173819219,192.168.0.123:58893,192.168.0.110:3000,9255.263585,158.9552822
EP042-1509173819219,192.168.0.110:41868,192.168.0.110:1883,121.3641736,4377.376459
EP042-1509173819219,127.0.0.1:46750,127.0.0.1:1883,25.65477727,4654.112224
EP042-1509173819219,192.168.0.123:58873,192.168.0.110:3000,3309.002433,827.2506083
EP043-1509175648656,192.168.0.123:58895,192.168.0.110:3000,10083.91249,162.4978292
EP043-1509175648656,192.168.0.110:42482,192.168.0.110:1883,124.8161078,4853.275374
EP043-1509175648656,127.0.0.1:46750,127.0.0.1:1883,25.91234435,4956.214012
EP043-1509175648656,192.168.0.123:58893,192.168.0.110:3000,15421.68675,3855.421687
EP044-1509177467815,192.168.0.123:58897,192.168.0.110:3000,10086.71082,141.5908246
EP044-1509177467815,192.168.0.110:42970,192.168.0.110:1883,125.24745,4847.730459
EP044-1509177467815,127.0.0.1:46750,127.0.0.1:1883,25.77412848,4931.030712
EP044-1509177467815,192.168.0.123:58895,192.168.0.110:3000,15654.67626,3913.669065
EP045-1509182190944,192.168.0.122:59952,192.168.0.110:3000,9250.940401,118.6712956
EP045-1509182190944,192.168.0.110:44426,192.168.0.110:1883,122.7862,4412.4085
EP045-1509182190944,127.0.0.1:46750,127.0.0.1:1883,25.28698283,4501.896725
EP046-1509184015331,192.168.0.122:59957,192.168.0.110:3000,9636.534827,129.8074419
EP046-1509184015331,192.168.0.110:44950,192.168.0.110:1883,122.5238487,4439.092639
EP046-1509184015331,127.0.0.1:46750,127.0.0.1:1883,25.28704096,4539.295113
EP046-1509184015331,192.168.0.122:59952,192.168.0.110:3000,4690.32907,1701.393878
EP047-1509185835686,192.168.0.122:59960,192.168.0.110:3000,10072.96205,126.7017993
EP047-1509185835686,192.168.0.110:47686,192.168.0.110:1883,123.2993957,4890.706289
EP047-1509185835686,127.0.0.1:46750,127.0.0.1:1883,25.60406117,4843.0299
EP047-1509185835686,192.168.0.122:59957,192.168.0.110:3000,5380.811078,1345.20277
EP048-1509187657951,192.168.0.122:59964,192.168.0.110:3000,5000.761094,107.2172082
EP048-1509187657951,192.168.0.110:51476,192.168.0.110:1883,125.3568651,4866.214333
EP048-1509187657951,127.0.0.1:46750,127.0.0.1:1883,25.91228776,4960.966341
EP048-1509187657951,192.168.0.122:59960,192.168.0.110:3000,201481.4815,100740.7407
EP049-1509189472083,192.168.0.122:59967,192.168.0.110:3000,8485.630525,97.26650274
EP049-1509189472083,192.168.0.110:55394,192.168.0.110:1883,118.6957095,4117.188696
EP049-1509189472083,127.0.0.1:46750,127.0.0.1:1883,23.72393614,4198.01027
EP049-1509189472083,192.168.0.122:59964,192.168.0.110:3000,2399.329599,1242.00591
EP050-1509191291876,192.168.0.122:59969,192.168.0.110:3000,8456.498208,97.12852628
EP050-1509191291876,192.168.0.110:59596,192.168.0.110:1883,118.4061272,4100.673188
EP050-1509191291876,127.0.0.1:46750,127.0.0.1:1883,23.72385706,4191.610145
EP050-1509191291876,192.168.0.122:59967,192.168.0.110:3000,2748.515852,687.128963
EP051-1509193113643,192.168.0.122:59971,192.168.0.110:3000,8565.752445,104.458299
EP051-1509193113643,192.168.0.110:35282,192.168.0.110:1883,119.6235868,4144.897691
EP051-1509193113643,127.0.0.1:46750,127.0.0.1:1883,23.72366209,4215.349933
EP051-1509193113643,192.168.0.122:59969,192.168.0.110:3000,20412.75797,5103.189493
EP052-1509195159227,192.168.0.123:54049,192.168.0.110:3000,8639.252933,95.65663854
EP052-1509195159227,192.168.0.110:39828,192.168.0.110:1883,119.2092431,4135.122234
EP052-1509195159227,127.0.0.1:46750,127.0.0.1:1883,23.72332261,4228.139746
EP053-1509196984759,192.168.0.123:54061,192.168.0.110:3000,8894.246503,168.1790422
EP053-1509196984759,192.168.0.110:42418,192.168.0.110:1883,119.1313329,4137.313614
EP053-1509196984759,127.0.0.1:46750,127.0.0.1:1883,23.72373163,4233.283821
EP053-1509196984759,192.168.0.123:54049,192.168.0.110:3000,618.3011301,250.8202698
EP054-1509198809957,192.168.0.123:54067,192.168.0.110:3000,8593.086668,141.5236725
EP054-1509198809957,192.168.0.110:43012,192.168.0.110:1883,119.0146452,4081.905347
EP054-1509198809957,127.0.0.1:46750,127.0.0.1:1883,23.72385025,4180.036667
EP054-1509198809957,192.168.0.123:54061,192.168.0.110:3000,773.4539553,193.3634888
EP055-1509200630737,192.168.0.123:54069,192.168.0.110:3000,8495.303777,114.1302033
EP055-1509200630737,192.168.0.110:43606,192.168.0.110:1883,119.6149934,4110.358753
EP055-1509200630737,127.0.0.1:46750,127.0.0.1:1883,23.72385843,4188.152956
EP055-1509200630737,192.168.0.123:54067,192.168.0.110:3000,5383.473528,1345.868382
EP056-1509202449150,192.168.0.123:54071,192.168.0.110:3000,4314.313836,125.7742025
EP056-1509202449150,192.168.0.110:44206,192.168.0.110:1883,120.4285604,4118.681696
EP056-1509202449150,127.0.0.1:46750,127.0.0.1:1883,23.72389524,4198.55475
EP056-1509202449150,192.168.0.123:54069,192.168.0.110:3000,73020.13423,36510.06711
EP057-1509204264523,192.168.0.123:54073,192.168.0.110:3000,9169.636238,268.2900297
EP057-1509204264523,192.168.0.110:45008,192.168.0.110:1883,225.5421355,4428.273603
EP057-1509204264523,127.0.0.1:46750,127.0.0.1:1883,65.2045567,4280.22038
EP057-1509204264523,192.168.0.123:54071,192.168.0.110:3000,2612.244898,947.5790316
EP058-1509207933595,192.168.0.122:53155,192.168.0.110:3000,8753.076912,246.6416196
EP058-1509207933595,192.168.0.110:46398,192.168.0.110:1883,223.7605197,4292.395857
EP058-1509207933595,127.0.0.1:46750,127.0.0.1:1883,65.45335613,4216.552546
EP059-1509209916969,192.168.0.122:53176,192.168.0.110:3000,9751.111249,236.1280567
EP059-1509209916969,192.168.0.110:47282,192.168.0.110:1883,241.014038,4808.779333
EP059-1509209916969,127.0.0.1:46750,127.0.0.1:1883,69.40447247,4716.845452
EP060-1509211739142,192.168.0.122:53195,192.168.0.110:3000,9787.951106,251.8126875
EP060-1509211739142,192.168.0.110:51162,192.168.0.110:1883,242.2109794,4823.602863
EP060-1509211739142,127.0.0.1:46750,127.0.0.1:1883,69.51346964,4722.273031
EP060-1509211739142,192.168.0.122:53176,192.168.0.110:3000,16373.21294,4093.303236
EP061-1509213560155,192.168.0.122:53215,192.168.0.110:3000,9540.651429,251.9361342
EP061-1509213560155,192.168.0.110:55024,192.168.0.110:1883,236.4939277,4712.20901
EP061-1509213560155,127.0.0.1:46750,127.0.0.1:1883,68.30143775,4570.508232
EP061-1509213560155,192.168.0.122:53195,192.168.0.110:3000,5959.036748,92.9533183
EP062-1509215385434,192.168.0.122:53234,192.168.0.110:3000,9519.143919,231.5290663
EP062-1509215385434,192.168.0.110:59030,192.168.0.110:1883,238.141831,4728.975426
EP062-1509215385434,127.0.0.1:46750,127.0.0.1:1883,68.67293163,4641.889601
EP062-1509215385434,192.168.0.122:53215,192.168.0.110:3000,6039.411601,1509.8529
EP063-1509217204167,192.168.0.122:53253,192.168.0.110:3000,9439.014872,232.0856532
EP063-1509217204167,192.168.0.110:34620,192.168.0.110:1883,234.7932893,4695.298416
EP063-1509217204167,127.0.0.1:46750,127.0.0.1:1883,67.48640514,4554.334945
EP063-1509217204167,192.168.0.122:53234,192.168.0.110:3000,9810.308776,153.0282146
EP064-1509219023430,192.168.0.110:38424,192.168.0.110:1883,247.2527032,5004.649984
EP064-1509219023430,192.168.0.122:53272,192.168.0.110:3000,5038.868,242.3716739
EP064-1509219023430,127.0.0.1:46750,127.0.0.1:1883,70.69979084,4855.974459
EP064-1509219023430,192.168.0.122:53253,192.168.0.110:3000,4128.287788,171.5127965
EP065-1509390596416,192.168.0.122:57372,192.168.0.110:3000,6042.985909,411.9800801
EP065-1509390596416,192.168.0.110:41066,192.168.0.110:1883,469.4229139,2966.006449
EP065-1509390596416,127.0.0.1:60526,127.0.0.1:1883,33.68835965,2700.766134
EP065-1509390596416,192.168.0.110:40818,192.168.0.110:1883,146.1101879,87.49621717
EP066-1509392430158,192.168.0.122:57389,192.168.0.110:3000,5990.61867,413.1958312
EP066-1509392430158,192.168.0.110:41254,192.168.0.110:1883,467.2960272,2968.190774
EP066-1509392430158,127.0.0.1:60526,127.0.0.1:1883,33.91346563,2773.728434
EP066-1509392430158,192.168.0.122:57372,192.168.0.110:3000,241.4361903,177.5266105
EP067-1509394249017,192.168.0.122:57405,192.168.0.110:3000,6241.87361,441.7106875
EP067-1509394249017,192.168.0.110:41466,192.168.0.110:1883,486.3878604,3092.802567
EP067-1509394249017,127.0.0.1:60526,127.0.0.1:1883,34.18484281,2860.756414
EP067-1509394249017,192.168.0.122:57389,192.168.0.110:3000,20148.14815,5037.037037
EP068-1509396066476,192.168.0.122:57421,192.168.0.110:3000,6238.796516,438.1065292
EP068-1509396066476,192.168.0.110:41736,192.168.0.110:1883,486.8102814,3092.19218
EP068-1509396066476,127.0.0.1:60526,127.0.0.1:1883,34.42616366,2826.696477
EP068-1509396066476,192.168.0.122:57405,192.168.0.110:3000,23026.45503,5756.613757
EP069-1509397884014,192.168.0.122:57437,192.168.0.110:3000,6062.642989,426.0789748
EP069-1509397884014,192.168.0.110:41972,192.168.0.110:1883,470.7146324,2985.903281
EP069-1509397884014,127.0.0.1:60526,127.0.0.1:1883,34.30513817,2810.307955
EP069-1509397884014,192.168.0.122:57421,192.168.0.110:3000,4176.04913,1514.841351
EP070-1509399702679,192.168.0.122:57452,192.168.0.110:3000,6088.39322,415.0327606
EP070-1509399702679,192.168.0.110:42188,192.168.0.110:1883,477.6392585,3024.884582
EP070-1509399702679,127.0.0.1:60526,127.0.0.1:1883,34.04618281,2814.960069
EP070-1509399702679,192.168.0.122:57437,192.168.0.110:3000,6131.304593,1532.826148
EP071-1509401521838,192.168.0.122:57468,192.168.0.110:3000,6062.590274,417.2776836
EP071-1509401521838,192.168.0.110:42400,192.168.0.110:1883,469.9746691,2975.764267
EP071-1509401521838,127.0.0.1:60526,127.0.0.1:1883,33.82180321,2718.010771
EP071-1509401521838,192.168.0.122:57452,192.168.0.110:3000,485716.9901,6436.346427
EP072-1509403340635,192.168.0.110:42614,192.168.0.110:1883,473.8961371,2976.952926
EP072-1509403340635,192.168.0.122:57483,192.168.0.110:3000,3149.331394,434.8019004
EP072-1509403340635,127.0.0.1:60526,127.0.0.1:1883,34.1013827,2784.931041
EP073-1509099091000,192.168.0.121:52301,192.168.0.110:3000,7319.708312,314.4397639
EP073-1509099091000,192.168.0.110:39606,192.168.0.110:1883,336.2428978,3561.634028
EP073-1509099091000,127.0.0.1:46750,127.0.0.1:1883,28.72611155,3513.316545
EP074-1509223116739,192.168.0.123:57264,192.168.0.110:3000,7338.084861,325.2724423
EP074-1509223116739,192.168.0.110:38418,192.168.0.110:1883,338.3476954,3582.410724
EP074-1509223116739,127.0.0.1:34036,127.0.0.1:1883,48.30038043,3579.761865
EP075-1509224936158,192.168.0.123:57276,192.168.0.110:3000,7559.891073,317.1283727
EP075-1509224936158,192.168.0.110:38630,192.168.0.110:1883,349.3857083,3703.08553
EP075-1509224936158,127.0.0.1:34036,127.0.0.1:1883,48.72423589,3708.674709
EP075-1509224936158,192.168.0.123:57264,192.168.0.110:3000,20923.07692,5230.769231
EP076-1509226753554,192.168.0.123:57288,192.168.0.110:3000,7587.016888,323.9642636
EP076-1509226753554,192.168.0.110:38824,192.168.0.110:1883,355.8331283,3812.653515
EP076-1509226753554,127.0.0.1:34036,127.0.0.1:1883,48.96174155,3812.873106
EP076-1509226753554,192.168.0.123:57276,192.168.0.110:3000,388151.831,4161.009657
EP077-1509228570413,192.168.0.123:57298,192.168.0.110:3000,7492.649032,325.0260288
EP077-1509228570413,192.168.0.110:39016,192.168.0.110:1883,352.2686784,3806.002028
EP077-1509228570413,127.0.0.1:34036,127.0.0.1:1883,47.7795988,3766.297192
EP077-1509228570413,192.168.0.123:57288,192.168.0.110:3000,161433.6382,2676.124697
EP078-1509230389012,192.168.0.123:57309,192.168.0.110:3000,7502.975408,324.2548108
EP078-1509230389012,192.168.0.110:39206,192.168.0.110:1883,346.0183069,3693.588137
EP078-1509230389012,127.0.0.1:34036,127.0.0.1:1883,47.97292043,3650.351163
EP078-1509230389012,192.168.0.123:57298,192.168.0.110:3000,2042.079042,398.5589736
EP079-1509232206877,192.168.0.123:57319,192.168.0.110:3000,7508.818961,310.1570568
EP079-1509232206877,192.168.0.110:39396,192.168.0.110:1883,346.2395491,3687.393371
EP079-1509232206877,127.0.0.1:34036,127.0.0.1:1883,47.87692387,3643.622684
EP079-1509232206877,192.168.0.123:57309,192.168.0.110:3000,1626.973965,317.5416133
EP080-1509234025699,192.168.0.110:39586,192.168.0.110:1883,351.5339019,3712.261432
EP080-1509234025699,192.168.0.123:57329,192.168.0.110:3000,3796.672841,302.5226478
EP080-1509234025699,127.0.0.1:34036,127.0.0.1:1883,49.23497294,3659.454474
EP080-1509234025699,192.168.0.123:57319,192.168.0.110:3000,3860.644116,1506.988049
EP081-1509235838946,192.168.0.123:57336,192.168.0.110:3000,8371.144102,230.3182122
EP081-1509235838946,192.168.0.110:39776,192.168.0.110:1883,241.7089697,4146.121808
EP081-1509235838946,127.0.0.1:34036,127.0.0.1:1883,35.84282679,4148.766958
EP081-1509235838946,192.168.0.123:57329,192.168.0.110:3000,5351.151221,314.7055421
EP082-1509237657658,192.168.0.123:57342,192.168.0.110:3000,8381.285884,238.642774
EP082-1509237657658,192.168.0.110:39940,192.168.0.110:1883,243.0598435,4062.402486
EP082-1509237657658,127.0.0.1:34036,127.0.0.1:1883,35.97264961,4085.475551
EP082-1509237657658,192.168.0.123:57336,192.168.0.110:3000,3240.023824,810.0059559
EP083-1509250944549,192.168.0.122:60242,192.168.0.110:3000,8402.857064,237.1164805
EP083-1509250944549,192.168.0.110:40508,192.168.0.110:1883,244.821012,4069.068711
EP083-1509250944549,127.0.0.1:36382,127.0.0.1:1883,36.54178981,4038.734431
EP084-1509256573082,192.168.0.122:56995,192.168.0.110:3000,8367.825767,232.4857212
EP084-1509256573082,192.168.0.110:40812,192.168.0.110:1883,244.8573197,4076.029348
EP084-1509256573082,127.0.0.1:36382,127.0.0.1:1883,36.90987815,4173.731137
EP085-1509258393972,192.168.0.122:57004,192.168.0.110:3000,8623.281608,239.7164842
EP085-1509258393972,192.168.0.110:41008,192.168.0.110:1883,242.7197657,4310.743511
EP085-1509258393972,127.0.0.1:36382,127.0.0.1:1883,35.72418576,4303.21794
EP085-1509258393972,192.168.0.122:56995,192.168.0.110:3000,64116.32735,1165.707159
EP086-1509260212213,192.168.0.122:57011,192.168.0.110:3000,8660.677009,239.598537
EP086-1509260212213,192.168.0.110:41168,192.168.0.110:1883,244.144806,4123.348839
EP086-1509260212213,127.0.0.1:36382,127.0.0.1:1883,36.05670402,4158.10284
EP086-1509260212213,192.168.0.122:57004,192.168.0.110:3000,490.7330325,122.6832581
EP087-1509262030567,192.168.0.122:57018,192.168.0.110:3000,8624.529793,241.3359678
EP087-1509262030567,192.168.0.110:41330,192.168.0.110:1883,243.917848,4130.108387
EP087-1509262030567,127.0.0.1:36382,127.0.0.1:1883,36.38828007,4196.871675
EP087-1509262030567,192.168.0.122:57011,192.168.0.110:3000,5275.151515,1318.787879
EP088-1509263849802,192.168.0.122:57024,192.168.0.110:3000,4408.87109,220.4714211
EP088-1509263849802,192.168.0.110:41486,192.168.0.110:1883,252.3644986,4345.954581
EP088-1509263849802,127.0.0.1:36382,127.0.0.1:1883,36.20282171,4289.585945
EP088-1509263849802,192.168.0.122:57018,192.168.0.110:3000,655.7569015,327.8784508
EP089-1509265663330,192.168.0.122:57030,192.168.0.110:3000,8777.847253,184.6027129
EP089-1509265663330,192.168.0.110:41642,192.168.0.110:1883,166.0671747,3183.414787
EP089-1509265663330,127.0.0.1:36382,127.0.0.1:1883,28.33318679,3169.979383
EP089-1509265663330,192.168.0.122:57024,192.168.0.110:3000,3944.817152,551.03219
EP090-1509268674308,192.168.0.123:58953,192.168.0.110:3000,8730.663585,178.7478266
EP090-1509268674308,192.168.0.110:42186,192.168.0.110:1883,175.120493,3980.505671
EP090-1509268674308,192.168.0.123:58951,192.168.0.110:3000,5763.869956,129.945047
EP090-1509268674308,127.0.0.1:36382,127.0.0.1:1883,30.77309976,4082.653049
EP091-1509270502929,192.168.0.123:58957,192.168.0.110:3000,9293.271601,186.1311064
EP091-1509270502929,192.168.0.110:42376,192.168.0.110:1883,190.2347528,4464.783075
EP091-1509270502929,127.0.0.1:36382,127.0.0.1:1883,31.70625977,4406.147899
EP091-1509270502929,192.168.0.123:58953,192.168.0.110:3000,20451.12782,5112.781955
EP092-1509272319968,192.168.0.123:58961,192.168.0.110:3000,9301.592878,200.6542149
EP092-1509272319968,192.168.0.110:42518,192.168.0.110:1883,190.2632976,4464.601319
EP092-1509272319968,127.0.0.1:36382,127.0.0.1:1883,31.4729708,4458.828318
EP092-1509272319968,192.168.0.123:58957,192.168.0.110:3000,17836.06557,4459.016393
EP093-1509274137022,192.168.0.123:58965,192.168.0.110:3000,9150.28383,176.2405523
EP093-1509274137022,192.168.0.110:42660,192.168.0.110:1883,188.5882806,4440.209744
EP093-1509274137022,127.0.0.1:36382,127.0.0.1:1883,31.43839769,4454.806573
EP093-1509274137022,192.168.0.123:58961,192.168.0.110:3000,1269.077379,392.1306508
EP094-1509275962531,192.168.0.123:58969,192.168.0.110:3000,9177.609039,179.1012492
EP094-1509275962531,192.168.0.110:42804,192.168.0.110:1883,188.6636355,4440.360355
EP094-1509275962531,127.0.0.1:36382,127.0.0.1:1883,31.70631614,4404.546861
EP094-1509275962531,192.168.0.123:58965,192.168.0.110:3000,6117.51476,1529.37869
EP095-1509277780796,192.168.0.123:58972,192.168.0.110:3000,9188.771075,206.6157498
EP095-1509277780796,192.168.0.110:42950,192.168.0.110:1883,186.4799378,4444.635574
EP095-1509277780796,127.0.0.1:36382,127.0.0.1:1883,30.60572454,4417.057427
EP095-1509277780796,192.168.0.123:58969,192.168.0.110:3000,4890.986739,1222.746685
EP096-1509279599206,192.168.0.123:58976,192.168.0.110:3000,4617.638059,155.7965169
EP096-1509279599206,192.168.0.110:43090,192.168.0.110:1883,190.6310589,4444.803068
EP096-1509279599206,127.0.0.1:36382,127.0.0.1:1883,32.29918501,4492.22699
EP096-1509279599206,192.168.0.123:58972,192.168.0.110:3000,2359.655108,923.0196638
EP097-1509281413335,192.168.0.123:58980,192.168.0.110:3000,9080.831936,154.2887106
EP097-1509281413335,192.168.0.110:43234,192.168.0.110:1883,150.2026544,4081.650163
EP097-1509281413335,127.0.0.1:36382,127.0.0.1:1883,27.3881727,4173.822778
EP097-1509281413335,192.168.0.123:58976,192.168.0.110:3000,1432.687325,364.804643
EP098-1509284577680,192.168.0.122:51188,192.168.0.110:3000,8848.265844,142.8524926
EP098-1509284577680,192.168.0.110:43470,192.168.0.110:1883,151.8762859,4191.412141
EP098-1509284577680,127.0.0.1:36382,127.0.0.1:1883,27.34233562,4279.002318
EP099-1509286402898,192.168.0.122:51200,192.168.0.110:3000,8615.554438,128.2717428
EP099-1509286402898,192.168.0.110:43654,192.168.0.110:1883,152.263704,4159.557043
EP099-1509286402898,127.0.0.1:36382,127.0.0.1:1883,27.1729982,4114.895916
EP099-1509286402898,192.168.0.122:51188,192.168.0.110:3000,20451.12782,5112.781955
EP100-1509288221993,192.168.0.122:51203,192.168.0.110:3000,8596.672506,142.9170079
EP100-1509288221993,192.168.0.110:43788,192.168.0.110:1883,152.2739085,4139.212237
EP100-1509288221993,127.0.0.1:36382,127.0.0.1:1883,26.91736086,4148.489603
EP100-1509288221993,192.168.0.122:51200,192.168.0.110:3000,23148.93617,5787.234043
EP101-1509290039338,192.168.0.122:51206,192.168.0.110:3000,8479.095926,125.1470572
EP101-1509290039338,192.168.0.110:43920,192.168.0.110:1883,151.4092202,4131.391483
EP101-1509290039338,127.0.0.1:36382,127.0.0.1:1883,27.22191756,4177.922061
EP101-1509290039338,192.168.0.122:51203,192.168.0.110:3000,4518.272425,1638.981174
EP102-1509291857751,192.168.0.122:51209,192.168.0.110:3000,8463.713098,126.0642002
EP102-1509291857751,192.168.0.110:44056,192.168.0.110:1883,151.4315403,4122.734381
EP102-1509291857751,127.0.0.1:36382,127.0.0.1:1883,27.47435256,4207.106782
EP102-1509291857751,192.168.0.122:51206,192.168.0.110:3000,6131.304593,1532.826148
EP103-1509293676080,192.168.0.122:51211,192.168.0.110:3000,8402.752021,119.1668041
EP103-1509293676080,192.168.0.110:44190,192.168.0.110:1883,152.0624232,4108.801969
EP103-1509293676080,127.0.0.1:36382,127.0.0.1:1883,26.94538487,4127.761524
EP103-1509293676080,192.168.0.122:51209,192.168.0.110:3000,5368.862571,1342.215643
EP104-1509429613766,192.168.0.110:45174,192.168.0.110:1883,152.993496,4143.27203
EP104-1509429613766,192.168.0.123:52024,192.168.0.110:3000,4264.461186,115.0720796
EP104-1509429613766,127.0.0.1:60526,127.0.0.1:1883,23.72386252,4213.137296
